web-scraper-order,web-scraper-start-url,Title,Abstract
1641448236-315,https://www.lastwatchdog.com/page/156,"Weak passwords leaves Facebook, Twitter users ripe for being hacked","Now comes aÂ  survey of 2,027 U.S. adults showingÂ  69% of respondents concerned about security when using Facebook, Twitter, Linked In and other popular social networks.And, yet only 33% bothered to take a very simple, basic step to reduce their risk: regularly change their account log-on password.The study, commissioned by antivirus firm ESET, was conducted online by Harris Interactive from May 31-June 2, 2011.The survey also revealed that one in 10 social network users have experience an unknown party gaining unauthorized access to their account to spread malicious links and comments.“This is particularly alarming since unauthorized access can threaten account owner’s cybersecurity as well as that of their contacts,” says Randy AbramsESET’s Director of Technical Education. “We’ve seen countless examples, including recent scams around the death of Osama Bin Laden.”Abrams says you can easily improve your security for yourself — and your online contacts–by following a few guidelines with respect to passwords.Do not use the same password for your multiple online services. Randomize your passwords, and generally take the time to make it difficult for the bad guys to triangulate you. See guidelines from ESET’s Paul Laudanski here."
1641448191-215,https://www.lastwatchdog.com/page/170,"Google’s Wi-Fi spy cars collected medical info, other sensitive data","By Byron Acohido, USA TODAY, Page 3B, Oct. 25, 2010Google is feeling rekindled heat over the private data it collected without permission in more than 30 nations.The British Information Commissioner’s Office on Monday asked to take a closer look at the evidence Google made available earlier this year, after the company admitted that cars sent to take photos for its Street View mapping service also carried Internet eavesdropping gear.The U.K.’s request follows Canada’s disclosure last week that Google, indeed, collected sensitive information during its Street View campaign, not just “fragmentary data,” as the company had earlier indicated.“Some of the captured information was very sensitive, such as a list that provided the names of people suffering from certain medical conditions, along with their telephone numbers and addresses,” says Jennifer Stoddart, Canada’s Commissioner of Privacy. “It is likely thousands of Canadians were affected.”Google’s Alan Eustace, senior vice president of engineering and research, had stated in a May 14 blog post that the Wi-Fi data harvested by the Google vehicles was “fragmentary ” since the cars were “on the move.” On Oct. 19, Canada issued an investigative summary. Three days later, Eustace amended his stance.“A number of external regulators have inspected the data,” Eustace wrote in a Friday blog post. “It’s clear from those inspections that while most of the data is fragmentary, in some instances entire e-mails and URLs were captured, as well as passwords.”Eustace listed several privacy measures Google has recently implemented. “We are mortified by what happened,” he wrote, adding that Google would like to “delete this data as soon as possible.”Google spokeswoman Christine Chen says the company wants “to protect the privacy of those whose data we mistakenly collected.”Google already has deleted data harvested in Austria, Denmark, Ireland and Hong Kong, but has been unable to delete more because “many of the investigations are still ongoing,” Chen says.Privacy lawsuits … more"
1641448113-35,https://www.lastwatchdog.com/page/196,"Gamers corrupt websites in zero-day attack, as Microsoft works on a patch","UPDATE 08-July-09, 08:30 a.m. PST: AVG senior researcher Roger Thompson, creator of AVG’s free LinkScanner Web links  health-check tool, has just spotted evidence that the Gumblar gang has begun using this zero-day flaw to compromise PCs. That suggests the number of infected Web pages where you can get an infection has — or will –Ã‚Â  jump by magnitudes of order. The Gumblar boys have figured out that this flaw can be reliably exploited, says Thompson. And  the universe ofÃ‚Â  unpatched  Window PCs is vast — because there is no patch available, and Microsoft probably won’t have one ready for several weeks.   Another worrisome development:  the Gumblar gang could care less about onlineÃ‚Â  gaming currency; they’re out to pilfer  FTP credentials to compromise more sites, and are tampering with web traffic.Microsoft may be justified in not going through the extraordinary lengths it would take to  issue an emergency patch for the latest zero-day vulnerabilities cyber crooks are exploiting in the wild.This attack involves two gaping security holes in the video Active X component of the Internet Explorer browser, flaws for which no patches yet exist.However, a  safe haven is readily available. You can avoid this attack by upgrading to IE version 8.0, available since March.“The exploit doesn’t work on IE8, and it also doesn’t work on Vista,” says Roel Schouwenberg, senior research analyst at Kaspersky Lab. “So anyone running the latest Microsoft browser or Windows operating system is safe.”Or you can simply avoid using earlier versions of IE that are vulnerable and cannot yet be patched.Microsoft Security Response team spokesman Christopher Budd this morning declined to stray from a vague company advisory that is not terribly clear about whether Microsoft will deliver a  patch in time for its once-a-month security update, otherwise known as Patch Tuesday, which falls on  July 14.Budd told LastWatchdog only that the patch will be released “once it has reached … more"
1641448137-87,https://www.lastwatchdog.com/page/188,Google yanks suspect banking apps from Android Marketplace,"A programmer who calls himself Ã‚Â 09Droid has illuminated security concerns sure to come into sharper focus Ã‚Â as the tech giants and theÃ‚Â  financial services industry make their move toÃ‚Â  extend Internet banking to mobile devices.Antivirus supplier F-Secure says 09Droid offered more than 50 mobile banking applications for sale through the Android Marketplace. But Google on Monday pulled the apps. It seems several banks for whom 09Droid took the initiative to write the apps for issued warnings not to use them. F-Secure Chief Research Officer Mikko HyppÃƒÂ¶nen says no one in the security community has seen an actual copy of 09Droid’s first-of-its-kind banking app. So it could simply be a cheapo program, sold for 99 cents, that redirected users to the bank’s online bank website.On the other hand, 09Droid could have programmed in stealthy code to silently steal account logons. The point is, no one checked, and he did sell some number of apps prior to having Google yank them.HyppÃƒÂ¶nen notes that Android apps at present do not go through approval process, unlike apps available through the iPhone App Store or through Signed by Symbian programs.As a general rule of thumb he recommends avoiding any third party banking apps on any platform unless you know for certain it is expressly approved by your bank.To date F-Secure has not seen any malicious apps sold through iPhone App Store, Palm App Catalog, Ã‚Â BlackBerry App World or Windows Mobile Marketplace. However, the security company has seen the Ã‚Â “Signed by Symbian” certification process subverted a couple of times.By Byron Acohido"
1641448170-162,https://www.lastwatchdog.com/page/177,"Noisy worms replaced by stealthy, targeted attacks","Marc Maiffret could have easily turned to the dark side as a youthful hacker. Instead, he became a leading vulnerability researcher and co-founder of eEye. He is credited with the 2001 discovery of  Code Red, a primal worm, as recounted in this chapter of my book, Zero Day Threat. In this LastWatchdog guest post Maiffret reflects on how simple the threat landscape was back then — and what it has morphed into today.By Marc MaiffretFriday, July 13, 2001, started out like any other Friday for me and my friend and colleague Ryan Permeh. We were hanging out, playing Tony HawkÃ¢â‚¬â„¢s Pro Skater videogame and drinking beers before venturing out to our favorite local bars. In the midst of our Friday ritual we received an email from an IT administrator asking if we could help him figure out why his Microsoft IIS web server was making seemingly random connections to hundreds of other servers.After a couple of hours of reviewing various network data we realized what we were looking at was not random but the first Microsoft computer worm. We worked through the entire weekend until finally releasing our analysis of the worm to the world on July 17, 2001. We named the worm CodeRed after the Mountain Dew soda that had fueled us through the weekend: Code Red.Random crashesThe world of computer and network security has come a long way since that fateful day in 2001. If you were to review IT administrator mailing lists for the few weeks prior to our discovery of CodeRed, you would see IT administrators asking each other if anyone knew why their web servers were randomly crashing. These random crashes were actually a side effect of the CodeRed worm. CodeRed traveled the Internet undetected for weeks until Ryan and I stumbled across it.The security, IT and software-vendor communities of course learned not only from CodeRed Ã¢â‚¬â€ but also … more"
1641448425-741,https://www.lastwatchdog.com/page/95,Q&A: Akamai CSO Andy Ellis says DDoS ‘all too easy’,"By Byron V. AcohidoAndy Ellis, Akamai’s CSO, is the designer and patent holder of Akamai’s SSL acceleration network. Last Watchdog asked him to put massive DDoS attacks into context.LW: What’s driving volumetric DDoS attacks?Ellis: I suspect that what we’re seeing is rapid explosion in capabilities driven not by “new” vulnerabilities, but by a critical mass of knowledge, combined with the widespread availability of both initiating botnets and reflection systems. Every network needs the DNS and NTP servers that provide reflection and amplification points; while the widespread availability of easily compromised servers in consumer cloud networks provides growing launch capabilities.We’ll see DDoS attacks like this continue to happen, likely with increasing regularity.  Criminal operators engaged in extortion have found that they can operationalize money-making campaigns; fraudsters seeking to cover their tracks with distraction-DDoS will continue to operate, and nation-backed adversaries will continue to use it as a weapon of economic warfare.LW: What can or should be done?Ellis: Besides buy amazing DDoS defense services?  Fundamentally, we have a public health issue on the Internet: Compromisable systems can forge packets at open reflectors.   That’s three capabilities an adversary needs to exploit; limiting any one of them is beneficial.  All ISPs should be implementing BCP38, or egress filtering, and not allowing traffic to originate from their network that doesn’t come from a net block they know about.  Organizations operating reflectable services should be controlling access to those systems, and rate-limiting outbound responses.  And, of course, people should be maintaining their systems.LW: Anything else?Ellis: While these attacks seem large, fundamentally these are the easy attacks.   We’re already seeing attacks that aren’t merely bandwidth-based.  They’re smaller, but they look more like end-users to most defenses, and those can be problematic for the unprepared to defend themselves against."
1641448194-224,https://www.lastwatchdog.com/page/169,Google’s Eric Schmidt apologizes for advising StreetView haters to ‘just move’,"CNN is being called out for posting — and then two-days later deleting — the latest inflammatory remarks about privacy from the lips of Google CEO Eric Schmidt. It happened during this Oct. 22 interview with talk show host Kathleen Parker. Here’s what unfolded:In a discussion about privacy, Schmidt told Parker people who don’t appreciate Google’s StreetView cars photographing their homes should find a new place to live.Schmidt’s CNNÃ‚Â  interview aired on the same day Alan Eustace, Google’s senior vice president of engineering & research, published this Oct. 22 blog post profusely apologizing for Google’s global fleet of StreetView cars also harvesting 600 gigabytes of personal Wi-Fi data from homes and businesses in 33 nations over a three-year period. Wrote Eustace:I would like to apologize again for the fact that we collected it in the first place. We are mortified by what happened.At some point over the next two days, CNN excised Schmidt’s commentary from the supporting transcripts of Parker’s interview (though not from the video itself, as of this writing), as laid out in this chronology put together by All Things Digital blogger Jon Paczkowski.CNN’s deletion came at some point prior to 4:48 p.m. (Eastern), on Monday, Oct. 25. That’s when a CNN web site visitor, nicknamed “illogicbuster,” posted this comment:Why did you edit the interview so that the Schmidt’s comment about people who don’t like Google’s Street View cars taking pictures of their homes and businesses ‘can just move’ afterward to protect their privacy? Why the distortion field at CNN?On Tuesday, Oct. 26, Schmidt issued an official apology, saying he “misspoke” during his interview with Parker. Schmidt told Paczkowski:My comments were made during a fairly long back and forth on privacy. I clearly misspoke. If you are worried about Street View and want your house removed please contact Google and we will remove it.Then on Wednesday, Oct. 27 less … more"
1641448901-1352,https://www.lastwatchdog.com/page/7,Black Hat insights: Deploying ‘human sensors’ to reinforce phishing email detection and response,Byron Acohido · Advanced tactics needed to reduce email attacks
1641448191-212,https://www.lastwatchdog.com/page/170,"Broad, deep IT systems monitoring needed to slow Stuxnet worm","Stuxnet is a complex, seemingly unstoppable Windows worm, searching out vulnerable PCs inÃ‚Â  factory systems. It is also spreading to home and small business computers, as outlined in this FAQ. One of its distinctive functions is to set a Registry key with a value “19790509” as an infection marker. On that day,  May, 9 1979,  a Jewish-Iranian businessman,  Habib Elghanian , was executed in Iran for allegedly spying for  Israel. In this LastWatchdog guest post, Joe Gottlieb,  President and CEO of security intelligence firm SenSage,Ã‚Â  explains why it will take deep, complex monitoring to eradicate this vigorous worm.By Joe GottliebConsider Stuxnet a wake-up call and a blessing in disguise.While thousands of computers touched by it have required clean-up, this advanced worm that dances through four vulnerabilities, embeds a rootkit that can reprogram SCADA systems and then disappears has yet to actually bring down any of the critical infrastructure targets. And so we have a relatively inexpensive opportunity to learn from StuxnetÃ¢â‚¬â„¢s substance and style.First, Stuxnet fits right in line with the Ã¢â‚¬Å“escalating motivationsÃ¢â‚¬Â trend in malware as it is clearly an example of cyber warfare which tops even cybercrime on the threat scale. I am reminded of the Die Hard movie franchise, in which handsomely paid villains seize critical infrastructure to extract ransoms and/or political leverage from the victimized nation.Second, Stuxnet reflects the trend toward more targeted attacks, where the cost of more sophisticated planning, design, implementation, management and retirement is merited by the unique bounty that is central to the motivation. This is perhaps the most alarming trend, because it forces those with the most to lose (e.g., large corporations and national defense departments) to invest disproportionate sums in security defenses that must anticipate unpredictable threat offensives.Playing digital defenseIn the physical world, weÃ¢â‚¬â„¢ve seen exotic steels, laser-equipped alarm systems and heavily-armed security details. But in the digital world, the number of … more"
1641448682-1078,https://www.lastwatchdog.com/page/47,Trend Micro takes multi-pronged approach to narrowing the  gaping cybersecurity skills gap,
1641448388-657,https://www.lastwatchdog.com/page/107,Q&A: Implications of the coming of biometric wave,"By Byron V. AcohidoBiometric sensors are just arriving on the tech scene. The early adopters have begun using Apple’s Touch ID sensor to lock and unlock their iOS devices, and to buy iTunes.And if the FIDO Alliance gets any traction in its efforts to promote a new technical standard for device-centric authentication, the use of a variety of biometric sensors could begin to go mainstream.Led by PayPal, Lenovo, Google and MasterCard, the FIDO Alliance is a global initiative to establish common rules of the road that ultimately would enable any biometric sensor to unlock any online account, without sharing the biometric.FIDO rules equip fingerprint, iris, voice and facial recognition sensors, as well as security tokens, smart cards and Near Field Communication (NFC) systems, to privately unlock banking, shopping and corporate online services that adhere to the same set of rules.CyberTruth video:How FIDO will mainstream biometric technologyCyberTruth asked two biometric systems vendors — Greg Cannon, Senior Vice President for Standards and Architecture at Cross Match Technologies, and Shahar Belkin, Chief Technology Officer at FST21 — for clarity on the go-forward implications.CT: Fingerprint sensors are getting a lot of attention as the next big leap in secure authentication. How specifically does your company intend to tap into that trend?Cannon: Cross Match Technologies’ core business began with certified fingerprint capture technology and software solutions. We have been serving the industry since 1996 and our technology is widely adopted in law enforcement, defense, and civil applications. For us it is about educating the market on the broader applications of biometrics and how they can enhance our daily lives.Belkin: Today, every smart device – phone or tablet – has a built in HD camera and a sensitive microphone, there is no need to add any additional sensor to achieve high quality and relatable recognition. At FST21, the combination between face, body size, behavior and voice is user friendly, … more"
1641448886-1350,https://www.lastwatchdog.com/page/8,GUEST ESSAY: Why online supply chains remain at risk — and what companies can do about it,"By Aanand KrishnanThe Solarwinds hack has brought vendor supply chain attacks — and the lack of readiness from enterprises to tackle such attacks — to the forefront.Related: Equipping Security Operations Centers (SOCs) for the long haulEnterprises have long operated in an implicit trust model with their partners. This simply means that they trust, but don’t often verify, that their partners are reputable and stay compliant over time. Given the dynamic nature of websites today and the constantly changing integrations to a site, this implicit trust model no longer suffices.So what does the average modern website look like? More than 70 percent of the content that loads on an end user’s browser does not come from the website’s server at all. Enterprises are designing client heavy applications that are executed through JavaScript at runtime, and these browsers are acting as modern day OSes.Let’s discuss how the SolarWinds hack relates to a regular website supply chain. Web architecture from the past decade followed a trend where most web applications were server heavy, and enterprises’ data centers handled the bulk of the processing. The web browser was more of a graphical interface or a rendering engine.Due to optimized speeds and improved computing capacity on client devices, the architecture has evolved over the last few years."
1641448146-110,https://www.lastwatchdog.com/page/185,Botnets + hacking kits + Web app holes = good times for cybercriminals,"Criminal-controlled botnets are becoming more resilient and powerful than ever. It’s easier than ever for even low-skilled hackers to supply botnets with freshly infected PCs via user-friendly hacking tool kits. And many of them are using these tool kits to spread infectionsÃ‚Â  on weakly protected web pages put up by legitimate corporations.Those are conclusions from recent security reports from Symantec’s  MessageLabs division, Microsoft, M86 Security, WhiteHat Security and Imperva.The MessageLabs report and Microsoft report both show that even when the good guys shut down ISPs hosting large swarms of infected PCs spewing spam, the bad guys “quickly recover and continue to send malicious content almost uninterrupted, ” says Paul Wood,Ã‚Â  MessageLabs Intelligence Senior Analyst.Rustock the largest and most powerful botnet controls between 1.6 million to 2.4 million infected PCs; it has increased spam output by 300% in recent months and is responsible for a third of global spam. The top three Rustock-infected countries are India, USA, and Brazil, says Wood.Hacking tool kits readily for saleThe M86 report details theÃ‚Â  rise of hacker tool kits, counting more than a dozen new kits being marketed on the Internet in the past six months. Most of these kits are in Russian, such as Adpack and Fragus, perhaps indicating the location of buyers, and the majority take advantage of security weaknesses in Adobe Flash, javascripts and, Adobe PDF readers.Kits with names like Crimepack, WebAttacker, MyPolySploit, XCore, UniquePack and LuckySploit typically sell for $100 to $1,000, and all include basic coding to infect PCs and have them report to a botnet controller, says Bradley Anstis, VP of Technology Strategy for M86 Security.Meanwhile, the Ponemon Institute recently surveyed 627 IT pros at more than 400 multinational enterprises and government organizations in a study sponsored by  WhiteHat Security and Imperva. The survey shows more that than 55% of developers writing Web programs are  are too busy to respond to security … more"
1641448539-888,https://www.lastwatchdog.com/page/74,"In the news: intel confirms Russians executed cyber attacks on election systems, officials","(News reports aggregated by Byron Acohido) Russian military intelligence executed a cyber attack on at least one U.S. voting software supplier and sent spear-phishing emails to more than 100 local election officials just days before last November’s presidential election, according to an intelligence report.The top-secret National Security Agency document analyzes intelligence very recently acquired by the agency about a months-long Russian intelligence cyber effort against elements of the U.S. election and voting infrastructure.The report indicates that Russian hacking may have penetrated further into U.S. voting systems than was previously understood. It states that it was Russian military intelligence, specifically the Russian General Staff Main Intelligence Directorate, or GRU, that conducted the cyber attacks described in the document. Source: The Intercept FBI looks into potential hack of Trump Organization, questions president’s sonsThe FBI is investigating an attempted overseas cyber attack against the Trump Organization, summoning President Trump’s sons, Don Jr. and Eric, for an emergency session with the bureau’s cybersecurity agents and representatives of the CIA. Law enforcement officials confirmed the attempted hack and said the subsequent meeting took place at the FBI’s New York headquarters on May 8, the day before Trump fired FBI director James Comey. “We absolutely weren’t hacked,” Eric Trump said. Source: ABC News Fireball malware might be on up to 250 million PCsSecurity firm Check Point counts 250 million PCs infected with malicious code they’ve called Fireball, designed to hijack browsers to change the default search engine, and track their web traffic on behalf of a Beijing-based digital marketing firm called Rafotech. Check Point says it found that the malware also has the ability to remotely run any code on the victim’s machine, or download new malicious files. Source: Wired Companies, organizations plan rally to back net neutralityAmazon, the American Civil Liberties Union, Greenpeace and other tech companies and organizations are planning a day of action July 12 to rally support … more"
1641448906-1361,https://www.lastwatchdog.com/page/6,GUEST ESSAY: Top 5 cyber exposures tied to the rising use of international remote workforces,"By April MillerWhile every business needs to prioritize cybersecurity, doing so is becoming increasingly complicated. With many employees now working remotely, securing company data isn’t as straightforward as it used to be. Things get even more complicated if you have an international remote workforce.Related: Employees as human sensorsAs of 2018, more than 2 million people were working abroad for U.S. companies in China alone. Since then, as remote work has become more popular and accessible, that figure has likely only increased. International workforces can be an excellent way to find top talent, but they can introduce unique security risks.Here are five unique cybersecurity challenges you should know about.•Inconsistent data regulations. Countries have different data security laws, and these can get in the way of one another. For example, suppose you have workers in the EU. In that case, you must abide by the General Data Protection Regulation (GDPR), which imposes fines on some activities that are perfectly legal in the U.S.Having workers in multiple countries with laws like this introduces further complications. For instance, if you have employees in China and the EU, you’ll have to obtain Chinese government approval to provide data from China to EU authorities enforcing the GDPR. These conflicts and inconsistencies can make it hard to create a cybersecurity program that abides by all relevant laws."
1641448562-924,https://www.lastwatchdog.com/page/69,PODCAST: Why securing ‘third-party’ risks has become so crucial,
1641448746-1174,https://www.lastwatchdog.com/page/33,MY TAKE: NIST Cybersecurity Framework has become a cornerstone for securing networks,
1641448612-994,https://www.lastwatchdog.com/page/59,PODCAST: The case for rethinking security — starting with smarter management of privileged access logons,
1641448288-431,https://www.lastwatchdog.com/page/139,Obama’s cybersecurity order fosters intelligence sharing,"SEATTLE – President Obama on Tuesday issued an executive order designed to get the federal government and private companies working more closely to protect the nation’s critical infrastructure against cyberattacks.The widely expected directive was signed just before the president’s State of the Union address. It was prompted by Congress’ failure to pass cybersecurity laws that would compel companies to share information about cyberattacks with federal authorities.“After the failure of comprehensive cybersecurity legislation last year, the need for immediate executive action was clearly apparent, and I applaud the President for taking on this difficult task,” says Rep. Jim Langevin, D-RI.Obama assigned the National Institute of Standards and Technology (NIST) to lead development of a framework for voluntary information sharing aimed at stemming cyberattacks on water and power plants and other critical systems. A senior White House official, who briefed reporters prior to the president’s speech, said the order was “not a substitute” for new cybersecurity laws, which are still needed.Jody Westby, CEO of consultancy Global Cyber Risk, says wider sharing of intelligence about what criminals and spies are doing is a good thing. But Westby worries that NIST, in particular, could develop an unwieldy framework of mandatory standards for critical infrastructure companies.“This sort of overreaching by the president could result in numerous legal challenges over his ability to usurp the powers of the legislative branch,” Westby says.Chris Bronk, fellow of information technology at Rice University, says voluntary standards implemented by federal agencies will only go so far. “All you’re doing is leaving it to the agencies to reallocate existing resources,” he says. “It (the order) basically just asks for a lot of planning and reporting about what to do next.”Pravin Kothari, CEO of encryption company CipherCloud, for one, is optimistic that the president’s directive will foster collaboration and data sharing. “Bringing key industry sectors and the government to the same table will enable our … more"
1641448886-1346,https://www.lastwatchdog.com/page/8,NEW TECH: DigiCert Document Signing Manager leverages PKI to advance electronic signatures,"By Byron V. AcohidoMost of us, by now, take electronic signatures for granted.Related: Why PKI will endure as the Internet’s secure corePopular services, like DocuSign and Adobe Sign, have established themselves as convenient, familiar tools to conduct daily commerce, exclusively online. Yet electronic signatures do have their security limitations. That’s why “wet” signatures, i.e. signing in the presence of a notary, remains a requirement for some transactions involving high dollars or very sensitive records.Clearly, a more robust approach to verifying identities in the current and future digital landscape would be useful. After all, conducting business transactions strictly online was already on the rise before Covid 19, a trend that only accelerated due to the global pandemic.And this is why DigiCert recently introduced DigiCert® Document Signing Manager (DSM) – an advanced hosted service designed to increase the level of assurance of the identities of persons signing documents digitally.I had the chance to learn more about this new tool from Brian Trzupek, DigiCert’s senior vice president of product DigiCert is best known as a Certificate Authority (CA) and a supplier of services to manage Public Key Infrastructure. And PKI, of course, is the behind-the-scenes authentication and encryption framework on which the Internet is built."
1641448327-519,https://www.lastwatchdog.com/page/126,How small nations use cyberwarfare as the great equalizer,"(Editor’s note: WWII General George S. Patton once declared that “fixed fortifications are monuments to man’s stupidity.” In this guest essay, Brian Contos, chief security officer at forensics firm Solera Networks notes how that observation is particularly apropos to cyberwarfare.)By Brian ContosHistory has taught us how technology can shift advantage. Steel gave the Romans advantage over the iron weapons possessed by Greeks. Infantries armed with muskets gave the Ottoman Empire advantage over forces dependent on longbows, swords and armor. In the 20th century, Germany rose to military strength with emphasis on armored warfare: tanks.The Germans didn’t invent the tank. The British and French had fielded more tanks during WW II. But it was the Germans who understood the advantage that the mastery of armored warfare would provide and were highly successful in a number of tank battles.Today, information warfare, also called cyberwarfare, while still in its infancy, is equally disruptive.Cyberattacks can include stealing valuable corporate research, intercepting military communications and the destruction of computer systems. These attacks can be used to augment traditional, kinetic attacks – those using troops and guns, or to destroy physical assets such as power generation facilities or systems used to control emergency services.Cyberattacks present a great risk to industrialized nations, which are highly connected and extremely dependent on computers from the electric grid and financial services to transportation and national defense. Developing nations, such as emerging and frontier countries throughout parts of Latin America, Europe, Africa and Asia are less dependent on computers. As a result, they have a lower cyber risk profile.Many developing nations see cyber as an equalizer – a mechanism to shift advantage in the face of superior technology and numbers. As a result, these countries are making investments to develop talent, techniques and technology related to information warfare. For example, it’s difficult to get empirical evidence about North Korea, but it has been sited … more"
1641448621-1005,https://www.lastwatchdog.com/page/57,MY TAKE: Turning a blind eye: 73% of companies are ill-prepared to defend cyber attacks,"By Byron V. AcohidoHave we truly reached the point where a multiple-year run of nightmarish cyber attacks has become mere white noise to the business community?I cannot think of any other way to explain the findings of a new report starkly showing that fully 73% of companies in five Western nations miserably failed a cyber security readiness test.Related article: 3-day cloud outage wreaks $15 bil damagesNew York City-based specialist insurance company Hiscox commissioned a survey of more than 4,100 organizations and found that fully seven of 10 reported being ill-equipped to face a cyber attack, despite roughly the same number acknowledging that they considered cyber attacks to be a top business risk.This pervasive apathy about effectively defending business networks persists even though ransomware continues to run rampant, automated data theft and identity fraud continue to mushroom, power grid infiltrations creep ever wider and the hacking of Internet of Things steadily scales upward.Indeed, some 45% of the executives and IT professionals who took the poll said their  organizations  —  based in the US, UK, Germany,  Spain and the Netherlands —  experienced at least one cyber attack in the past year, while two-thirds suffered two or more attacks.Very few expertsThe Hiscox study further found the costs of cybercrime ranged as high as $25 million for one U.S.  incident, and $20 million each for individual attacks in Germany and the UK, respectively. The average cost for all attacks reported by the poll takers:  $229,000. That included average damage of $1.05 million reported by Amercian companies with 1,000-plus employees. For companies with fewer than 100 employees, average costs ranged from $24,000 in Spain to $63,000 in Germany.Upon examining each of the 4,100 companies’ security strategy, as well as its execution of that strategy, Hiscox found that just  11 percent scored highly enough in both areas to qualify as cyber security “experts.” Meanhwile, one in six firms – just 16 … more"
1641448344-556,https://www.lastwatchdog.com/page/121,Why companies should promote secure BYOD,"(Editor’s note: In this guest essay, Gil Bouhnick, vice president of mobility at ClickSoftware, suggests steps for securely tapping into productivity gains afforded by mobile devices.)Many workers would say that smartphones help make them more productive. And new research suggests they might be on to something.Fruit Ninja and Angry Birds aside, a new study conducted by Harris Interactive on behalf of ClickSoftwarefinds that those small devices in our pockets are actually productivity powerhouses.In fact, the study shows that smartphone productivity apps — like those for e-mail or scheduling — save device users up to 88 minutes a day, or 22 days per year.It turns out apps do more than help users accomplish almost anything from anywhere. They save us a lot of money, according to the ClickSoftware study.The poll shows that American smartphone owners paid an average of $174 for their current smartphone, however, the ubiquitous accessory could actually put up to $12,000 in time-saving value in its owner’s palm.This dollar amount represents the 97 percent of American smartphone owners who use apps and report that such usage saves them up to 88 minutes a day, equivalent to as much as 22 days’ worth of free time per year.Certainly these findings make a compelling case for companies to empower workers with mobility. At the same time, this anytime/anywhere business carries significant security risk.Given the eye-opening productivity stats, along with predictions that BYOD in the enterprise is expected to continue its steep growth trajectory over the next two years, a new line of security products has emerged.Those products are designed to protect personal devices without penetrating the user privacy, by “splitting” the device in two partitions – one for personal use and the other for business use. The organization gets a full control over the business part, while the employee gets to do whatever he wants with his private partition.Until … more"
1641448336-543,https://www.lastwatchdog.com/page/123,Why Google is able to flatly deny knowledge of Prism,"Google is in a mad scramble to distance itself from the National Security Administration’s controversial Prism data mining program.So are Microsoft, Yahoo, Facebook, Apple, AOL, Skype (now part of Microsoft) and Paltalk — the other tech companies mentioned in PowerPoint slides depicting the Prism program, slides that were leaked by whistleblower Edward Snowden.A lot is at stake. The tech giants are all hustling to swell profits derived from products and services tied into the Internet cloud. A necessary ingredient to accomplish that — consumer trust – has been put under another kind of cloud by the Prism disclosures.“It’s no secret that the tech companies are in damage control right now trying to regain their users’ trust,” says Jonathan Mayer, fellow at Stanford University’s Center for Internet and Society.CONTEXT: Why online tracking is a privacy time bombVIDEO:Data mining pits national security vs. individual privacyAt the moment, there is a gap in the facts between what the PowerPoint slides leaked by Snowden appear to depict – and Google’s flat denials; in particular, the company insists that its senior executives, at least, never heard of Prism before it splashed into global headlines last week. Even so, Google disclosed today that it did hand over consumer data to the feds, but only using rudimentary technologies.Google’s corporate spokesman, Chris Gaither, issued this statement: “We refuse to participate in any program — for national security or other reasons — that requires us to provide governments with access to our systems or to install their equipment on our networks. When required to comply with these requests, we deliver that information to the US government–generally through secure FTP transfers and in person. The US government does not have the ability to pull that data directly from our servers or network.”Claudia Rast, a privacy attorney at Butzel Long, says the company’s assertions that it resorted to use of simple File … more"
1641448375-629,https://www.lastwatchdog.com/page/111,"LexisNexis, Dunn & Bradstreet, Kroll hacked","Three major U.S. data brokerages — companies that amass and sell sensitive data — have been hit by a hacking group that specializes in selling stolen social security numbers.The breaches at LexisNexis, Dun & Bradstreet and Kroll Background America were disclosed by cybersecurity blogger Brian Krebs on KrebsOnSecurity.Krebs reports that a cybercrime ring associated with the cyberunderground website ssndob.ms is responsible. SSNDOB stands for social security number date of birth.It should come as no surprise that data thieves target data brokers. These companies make big profits by systematically assembling names, addresses, property records and vital statistics. After tapping free public sources for such data, data brokers turn around and sell the data to employers, lawyers, realtors, police, even jealous spouses.Background: How data brokers’ practices spawned data loss disclosure lawsAn FBI spokeswoman told the Reuters news service that it was investigating but did not elaborate. Krebs reports that the gang snuck malicious software onto servers at LexisNexis as early as April 2013.Gary Alterson, senior director of Risk and Advisory Services at risk management consultancy Neohapsis, said it is common for large organizations to fail to detect network intruders for months at a time.“Most security diligence isn’t actually that diligent – they’re compliance based,” Alterson says. “Typically, companies answer a questionnaire or get interviewed. There’s no in-depth assessment of the actual effectiveness of security controls which, at the end of the day, is what matters.”Pat Peterson, CEO of messaging security firm Agari, says the cybercriminals most likely stole terabytes of data from D&B, LexisNexis and Kroll Background America, a division of Altegrity.The SSNDOB gang , Peterson says, is most interested in selling social security numbers, birthdays, mother’s maiden names, and similar data to other criminals who specialize in various forms of identity theft.The gang also likely will sell other miscellaneous data stolen from the data brokers to anyone willing to make a … more"
